lr-SGD,step,val_loss,val_acc,val_f1,val_auroc,epoch,train_loss,train_acc,train_f1,train_auroc,train_lr
0.1,0,,,,,,,,,,
,1093,0.6948407292366028,0.5010702013969421,0.0,0.5,0,,,,,
,1093,,,,,0,0.6949778199195862,0.49993810057640076,0.0,0.5,0.10000329464673996
0.1,1094,,,,,,,,,,
,2187,0.6948407292366028,0.5010702013969421,0.0,0.5,1,,,,,
,2187,,,,,1,0.6949778199195862,0.49993810057640076,0.0,0.5,0.10000329464673996
0.1,2188,,,,,,,,,,
,3281,0.6948407292366028,0.5010702013969421,0.0,0.5,2,,,,,
,3281,,,,,2,0.6949778199195862,0.49993810057640076,0.0,0.5,0.10000329464673996
0.1,3282,,,,,,,,,,
,4375,0.6948407292366028,0.5010702013969421,0.0,0.5,3,,,,,
,4375,,,,,3,0.6949778199195862,0.49993810057640076,0.0,0.5,0.10000329464673996
0.1,4376,,,,,,,,,,
,5469,0.6948407292366028,0.5010702013969421,0.0,0.5,4,,,,,
,5469,,,,,4,0.6949778199195862,0.49993810057640076,0.0,0.5,0.10000329464673996
0.1,5470,,,,,,,,,,
,6563,0.6948407292366028,0.5010702013969421,0.0,0.5,5,,,,,
,6563,,,,,5,0.6949778199195862,0.49993810057640076,0.0,0.5,0.10000329464673996
