lr-SGD,step,val_loss,val_acc,val_f1,val_auroc,epoch,train_loss,train_acc,train_f1,train_auroc,train_lr
,13127,,,,,11,0.6042418479919434,0.6554311513900757,0.6325533390045166,0.6575391888618469,0.010000152513384819
0.010000000000000002,13128,,,,,,,,,,
,14221,0.6070876121520996,0.6442280411720276,0.6536441445350647,0.6444379091262817,12,,,,,
,14221,,,,,12,0.6036744713783264,0.656254768371582,0.6331976056098938,0.6583840847015381,0.010000152513384819
0.010000000000000002,14222,,,,,,,,,,
,15315,0.607108473777771,0.644120991230011,0.6540008783340454,0.6443110108375549,13,,,,,
,15315,,,,,13,0.6032209396362305,0.6566261053085327,0.6334380507469177,0.6587591171264648,0.010000152513384819
0.010000000000000002,15316,,,,,,,,,,
,16409,0.6068053841590881,0.6445490717887878,0.6542683243751526,0.6447415947914124,14,,,,,
,16409,,,,,14,0.6028212308883667,0.6569022536277771,0.6336451172828674,0.6590339541435242,0.010000152513384819
0.010000000000000002,16410,,,,,,,,,,
,17503,0.6069657206535339,0.6443707346916199,0.6545089483261108,0.6445616483688354,15,,,,,
,17503,,,,,15,0.6024594902992249,0.6572473645210266,0.6338755488395691,0.659376323223114,0.010000152513384819
0.010000000000000002,17504,,,,,,,,,,
,18597,0.6072967052459717,0.6439069509506226,0.6557996869087219,0.6441150307655334,16,,,,,
,18597,,,,,16,0.602106511592865,0.6575092077255249,0.6340953707695007,0.6596560478210449,0.010000152513384819
0.010000000000000002,18598,,,,,,,,,,
,19691,0.6074774265289307,0.6436691284179688,0.6561810374259949,0.643840491771698,17,,,,,
,19691,,,,,17,0.601780116558075,0.6578305959701538,0.6343420147895813,0.6599993705749512,0.010000152513384819
0.010000000000000002,19692,,,,,,,,,,
,20785,0.6074272990226746,0.6440258622169495,0.6564673185348511,0.6441907286643982,18,,,,,
,20785,,,,,18,0.6014426946640015,0.6580543518066406,0.6345494389533997,0.6602311730384827,0.010000152513384819
0.010000000000000002,20786,,,,,,,,,,
,21879,0.6080099940299988,0.6426940560340881,0.657295286655426,0.6428636312484741,19,,,,,
,21879,,,,,19,0.6011137366294861,0.6583447456359863,0.6348066926002502,0.6605380773544312,0.010000152513384819
0.0010000000000000002,21880,,,,,,,,,,
,22973,0.6004188656806946,0.6578196287155151,0.6284365057945251,0.6577058434486389,20,,,,,
,22973,,,,,20,0.5991982221603394,0.6605204343795776,0.6363559365272522,0.662733256816864,0.0009999831672757864
0.0010000000000000002,22974,,,,,,,,,,
,24067,0.6003608703613281,0.6578434109687805,0.6286059617996216,0.6577380895614624,21,,,,,
,24067,,,,,21,0.5990353226661682,0.6605561375617981,0.6369885802268982,0.6627739667892456,0.0009999831672757864
0.0010000000000000002,24068,,,,,,,,,,
,25161,0.6003159880638123,0.6579861044883728,0.62883460521698,0.6578823924064636,22,,,,,
,25161,,,,,22,0.5989462733268738,0.6605989933013916,0.6369715929031372,0.6628231406211853,0.0009999831672757864
0.0010000000000000002,25162,,,,,,,,,,
,26255,0.6002696752548218,0.6580098867416382,0.6292833089828491,0.6579062938690186,23,,,,,
,26255,,,,,23,0.5988749265670776,0.6607180237770081,0.6370699405670166,0.6629477143287659,0.0009999831672757864
0.0010000000000000002,26256,,,,,,,,,,
,27349,0.6002337336540222,0.6583309769630432,0.6296060681343079,0.6582143902778625,24,,,,,
,27349,,,,,24,0.5988092422485352,0.660710871219635,0.6370737552642822,0.6629506945610046,0.0009999831672757864
0.0010000000000000002,27350,,,,,,,,,,
,28443,0.6002052426338196,0.6583666205406189,0.6298588514328003,0.6582341194152832,25,,,,,
,28443,,,,,25,0.5987464785575867,0.6608251333236694,0.6371755003929138,0.6630618572235107,0.0009999831672757864
0.0010000000000000002,28444,,,,,,,,,,
,29537,0.6001701354980469,0.6586757898330688,0.6298574805259705,0.6585400104522705,26,,,,,
,29537,,,,,26,0.5986847281455994,0.6608679890632629,0.6371738314628601,0.6631080508232117,0.0009999831672757864
0.0010000000000000002,29538,,,,,,,,,,
,30631,0.6001484394073486,0.6587233543395996,0.6305969953536987,0.6585643291473389,27,,,,,
,30631,,,,,27,0.5986263751983643,0.6608965396881104,0.6371951103210449,0.6631378531455994,0.0009999831672757864
0.0010000000000000002,30632,,,,,,,,,,
,31725,0.6001238226890564,0.6587828397750854,0.6309681534767151,0.658627986907959,28,,,,,
,31725,,,,,28,0.598569929599762,0.6608893871307373,0.6371442675590515,0.6631388068199158,0.0009999831672757864
0.0010000000000000002,31726,,,,,,,,,,
,32819,0.6000996828079224,0.6588660478591919,0.6303475499153137,0.6587037444114685,29,,,,,
,32819,,,,,29,0.5985156893730164,0.6609441637992859,0.6372100114822388,0.6631896495819092,0.0009999831672757864
0.00010000000000000003,32820,,,,,,,,,,
,33913,0.6006313562393188,0.6571299433708191,0.6224232316017151,0.6569124460220337,30,,,,,
,33913,,,,,30,0.5982471704483032,0.6611964702606201,0.6381663084030151,0.6633804440498352,9.999796748161316e-05
0.00010000000000000003,33914,,,,,,,,,,
,35007,0.6006090044975281,0.6572250723838806,0.6226058602333069,0.6569957733154297,31,,,,,
,35007,,,,,31,0.5982220768928528,0.6613607406616211,0.6375877261161804,0.6635383367538452,9.999796748161316e-05
0.00010000000000000003,35008,,,,,,,,,,
,36101,0.6006020903587341,0.657248854637146,0.6225546002388,0.657034695148468,32,,,,,
,36101,,,,,32,0.5982131361961365,0.6613821387290955,0.6375814080238342,0.6635669469833374,9.999796748161316e-05
0.00010000000000000003,36102,,,,,,,,,,
,37195,0.6005929112434387,0.657379686832428,0.622800886631012,0.65716952085495,33,,,,,
,37195,,,,,33,0.5982056856155396,0.6613726615905762,0.6375982165336609,0.663557231426239,9.999796748161316e-05
0.00010000000000000003,37196,,,,,,,,,,
,38289,0.6005874276161194,0.6574153304100037,0.6228630542755127,0.6572068929672241,34,,,,,
,38289,,,,,34,0.5981987118721008,0.6614178419113159,0.6376594305038452,0.6636037230491638,9.999796748161316e-05
0.00010000000000000003,38290,,,,,,,,,,
,39383,0.6005815863609314,0.6574272513389587,0.6229021549224854,0.6572130918502808,35,,,,,
,39383,,,,,35,0.598192036151886,0.6614035964012146,0.6376523375511169,0.6635884046554565,9.999796748161316e-05
0.00010000000000000003,39384,,,,,,,,,,
,40477,0.6005799174308777,0.657379686832428,0.62270587682724,0.6571719646453857,36,,,,,
,40477,,,,,36,0.5981853008270264,0.6614131331443787,0.6376811861991882,0.6635975241661072,9.999796748161316e-05
0.00010000000000000003,40478,,,,,,,,,,
,41571,0.6005727052688599,0.657439112663269,0.6229240894317627,0.6572224497795105,37,,,,,
,41571,,,,,37,0.5981786251068115,0.661434531211853,0.6377042531967163,0.6636215448379517,9.999796748161316e-05
0.00010000000000000003,41572,,,,,,,,,,
,42665,0.6005658507347107,0.6575104594230652,0.6230449080467224,0.65729820728302,38,,,,,
,42665,,,,,38,0.5981723070144653,0.6614535450935364,0.6377332210540771,0.6636406183242798,9.999796748161316e-05
0.00010000000000000003,42666,,,,,,,,,,
,43759,0.6005612015724182,0.6575223803520203,0.6230309009552002,0.6573122143745422,39,,,,,
,43759,,,,,39,0.5981664061546326,0.6614535450935364,0.6377235054969788,0.6636376976966858,9.999796748161316e-05
