lr-SGD,step,val_loss,val_acc,val_f1,val_auroc,epoch,train_loss,train_acc,train_f1,train_auroc,train_lr
0.1,0,,,,,,,,,,
,1093,0.7142012119293213,0.5003329515457153,0.5272758603096008,0.5002776980400085,0,,,,,
,1093,,,,,0,0.7130948305130005,0.5026732087135315,0.5265962481498718,0.5027508735656738,0.10000329464673996
0.1,1094,,,,,,,,,,
,2187,0.7142012119293213,0.5003329515457153,0.5272758603096008,0.5002776980400085,1,,,,,
,2187,,,,,1,0.7130948305130005,0.5026732087135315,0.5265962481498718,0.5027508735656738,0.10000329464673996
0.1,2188,,,,,,,,,,
,3281,0.7142012119293213,0.5003329515457153,0.5272758603096008,0.5002776980400085,2,,,,,
,3281,,,,,2,0.7130948305130005,0.5026732087135315,0.5265962481498718,0.5027508735656738,0.10000329464673996
0.1,3282,,,,,,,,,,
,4375,0.7142012119293213,0.5003329515457153,0.5272758603096008,0.5002776980400085,3,,,,,
,4375,,,,,3,0.7130948305130005,0.5026732087135315,0.5265962481498718,0.5027508735656738,0.10000329464673996
0.1,4376,,,,,,,,,,
,5469,0.7142012119293213,0.5003329515457153,0.5272758603096008,0.5002776980400085,4,,,,,
,5469,,,,,4,0.7130948305130005,0.5026732087135315,0.5265962481498718,0.5027508735656738,0.10000329464673996
0.1,5470,,,,,,,,,,
,6563,0.7142012119293213,0.5003329515457153,0.5272758603096008,0.5002776980400085,5,,,,,
,6563,,,,,5,0.7130948305130005,0.5026732087135315,0.5265962481498718,0.5027508735656738,0.10000329464673996
